month,scheme_id,jaccard,l1_weight_change,new_positions,disappeared_positions
2023-10,nippon:GF,0.967032967032967,0.09630000000000001,0,3
2023-10,nippon:GS,0.788235294117647,0.25320000000000004,12,6
2023-10,nippon:IT,0.9696969696969697,0.10729999999999999,1,0
2023-10,nippon:LC,0.963855421686747,0.0791,2,1
2023-10,nippon:LE,0.9333333333333333,0.0715,0,2
2023-10,nippon:ME,0.9444444444444444,0.13720000000000002,1,1
2023-10,nippon:MF,0.8360655737704918,0.11969999999999999,7,3
2023-10,nippon:NE,0.8787878787878788,0.08480000000000001,6,2
2023-10,nippon:PH,1.0,0.04619999999999998,0,0
2023-10,nippon:PS,0.95,0.09610000000000002,1,1
2023-10,nippon:QP,0.75,0.23059999999999997,5,5
2023-10,nippon:SC,0.9219512195121952,0.09069999999999999,5,11
2023-10,nippon:SE,0.9230769230769231,0.1462,3,3
2023-10,nippon:SH,0.9841269841269841,0.02809999999999999,0,1
2023-10,nippon:TS,0.9104477611940298,0.07449999999999998,4,2
2023-10,ppfas:PPFCF,1.0,0.037500000000000026,0,0
2023-10,ppfas:PPTSF,1.0,0.039099999999999996,0,0
2023-10,sbi:SBAF,0.9736842105263158,0.0664,2,0
2023-10,sbi:SBFS,0.9565217391304348,0.117,1,0
2023-10,sbi:SBLUECHIP,1.0,0.0395,0,0
2023-10,sbi:SCF,0.9411764705882353,0.0701,1,4
2023-10,sbi:SCOF,0.9743589743589743,0.0881,1,0
2023-10,sbi:SDYF,0.9714285714285714,0.06550000000000002,1,0
2023-10,sbi:SEHF,0.9705882352941176,0.038199999999999984,0,1
2023-10,sbi:SEMVF,1.0,0.10110000000000002,0,0
2023-10,sbi:SFEF,0.9523809523809523,0.05030000000000001,1,0
2023-10,sbi:SFLEXI,0.9272727272727272,0.0865,3,1
2023-10,sbi:SHOF,1.0,0.042,0,0
2023-10,sbi:SIF,1.0,0.05509999999999999,0,0
2023-10,sbi:SLMF,0.9210526315789473,0.11520000000000001,3,3
2023-10,sbi:SLTEF,0.984375,0.04749999999999998,1,0
2023-10,sbi:SMAAF,0.9387755102040817,0.125,2,1
2023-10,sbi:SMCF,0.975,0.11160000000000002,1,0
2023-10,sbi:SMCOMMA,0.8636363636363636,0.254,3,0
2023-10,sbi:SMEEF,1.0,0.029000000000000012,0,0
2023-10,sbi:SMGLF,0.9565217391304348,0.0719,1,0
2023-10,sbi:SMIDCAP,1.0,0.06829999999999999,0,0
2023-10,sbi:SPSU,0.84,0.1951,3,1
2023-10,sbi:SSCF,0.9821428571428571,0.059899999999999995,0,1
2023-10,sbi:STAF-III,1.0,0.03370000000000001,0,0
2023-10,sbi:STOF,0.8235294117647058,0.10080000000000003,1,2
2023-10,uti:002,1.0,0.014100000000000001,0,0
2023-10,uti:017,1.0,0.05199999999999999,0,0
2023-10,uti:042,1.0,0.0341,0,0
2023-10,uti:049,0.9508196721311475,0.113,2,1
2023-10,uti:066,0.9516129032258065,0.05260000000000001,2,1
2023-10,uti:101,0.975,0.12279999999999999,1,0
2023-10,uti:118,0.9705882352941176,0.042699999999999995,1,0
2023-10,uti:125,0.9464285714285714,0.05510000000000002,2,1
2023-10,uti:160,0.9523809523809523,0.0837,4,0
2023-10,uti:161,1.0,0.054299999999999994,0,0
2023-10,uti:162,0.9705882352941176,0.04039999999999999,0,1
2023-10,uti:163,0.8275862068965517,0.1721,1,4
2023-10,uti:190,0.9791666666666666,0.07579999999999999,0,1
2023-10,uti:193,0.9655172413793104,0.09820000000000001,1,1
2023-10,uti:251,0.8918918918918919,0.1109,2,2
2023-10,uti:322,0.6461538461538462,0.5501,17,6
2023-10,uti:751,0.9523809523809523,0.0848,2,2
2023-10,uti:753,0.9333333333333333,0.05639999999999999,2,0
2023-10,uti:773,1.0,0.02600000000000001,0,0
2023-11,absl:ABSLBCF,0.7755102040816326,0.257036863,4,7
2023-11,absl:ABSLESG,1.0,0.07658668799999999,0,0
2023-11,absl:ABSLMAAF,0.8333333333333334,0.110434004,4,6
2023-11,absl:ABSLMCF,0.8933333333333333,0.179898143,3,5
2023-11,absl:ABSLSO,0.9508196721311475,0.10064796000000002,1,2
2023-11,absl:ADVG,0.9605263157894737,0.09944583299999998,2,1
2023-11,absl:BDYP,0.9814814814814815,0.058268598000000005,0,1
2023-11,absl:BINFRA,0.9622641509433962,0.08520103700000002,1,1
2023-11,absl:BSL95F,0.9634146341463414,0.062793094,1,2
2023-11,absl:BSLBKFS,0.9743589743589743,0.06361438599999998,1,0
2023-11,absl:BSLDAAF,0.9150943396226415,0.05392745700000001,0,9
