month,isin,holders,mean_weight_among_holders,mean_weight_all_funds,market_value_crore,matched_fund_holder_change,matched_fund_mean_weight_change,matched_funds
2024-02,INE199G01027,5,0.0015942506000000002,3.742372300469484e-05,231.4236,0.0,5.438312500000003e-06,208
2024-02,INE200A01026,8,0.021670830624999998,0.000813927910798122,2884.4232,0.0,0.00011638289423076924,208
2024-02,INE200M01021,12,0.013475,0.0007591549295774649,1133.914995,3.0,9.326923076923076e-05,208
2024-02,INE201P01022,20,0.0077543314,0.000728106234741784,1552.7977,-1.0,-7.020425961538456e-05,208
2024-02,INE202E01016,13,0.007584615384615384,0.0004629107981220657,412.8562,-10.0,-0.0007367275673076925,208
2024-02,INE202Z01029,1,0.0042,1.971830985915493e-05,195.297,0.0,1.4423076923076924e-06,208
2024-02,INE203A01020,5,0.0058659186000000006,0.00013769761971830986,454.1477,1.0,5.45018028846154e-05,208
2024-02,INE203G01027,24,0.009171684125000001,0.0010334291971830986,2235.9007058,-2.0,-0.00010223191346153855,208
2024-02,INE204A01010,1,0.004139486,1.9434206572769955e-05,23.9073,0.0,-2.031370192307694e-06,208
2024-02,INE205A01025,6,0.011268499333333334,0.00031742251643192493,330.6235,2.0,0.0001383860480769231,208
2024-02,INE205B01023,2,0.0085,7.981220657276996e-05,85.6762,0.0,-1.826923076923075e-05,208
2024-02,INE205C01021,3,0.009466666666666667,0.00013333333333333334,356.3059,0.0,5.288461538461523e-06,208
2024-02,INE208A01029,20,0.00704362315,0.0006613730657276996,2151.69077275,-7.0,-0.0002566707115384616,208
2024-02,INE211B01039,36,0.017680003944444442,0.0029881696807511735,4976.876943,-2.0,0.0001623516153846159,208
2024-02,INE211R01019,5,0.0130786218,0.0003070099014084507,716.3551,1.0,-1.6718533653846087e-05,208
2024-02,INE212H01026,31,0.013269142387096772,0.0019311897370892018,4517.561709,0.0,-0.0002003734230769231,208
2024-02,INE212I01016,3,0.006048987666666668,8.519700938967138e-05,183.7496,-1.0,-3.529557692307685e-06,208
2024-02,INE213A01029,60,0.017151292383333336,0.004831349967136151,10177.709865,8.0,8.721916826923137e-05,208
2024-02,INE214T01019,50,0.01363328678,0.003200302061032864,5875.170572415001,2.0,-0.00016905749519230753,208
2024-02,INE216A01030,27,0.018545134814814814,0.002350791737089202,3347.6112847599998,2.0,5.7270124999999825e-05,208
2024-02,INE216P01012,16,0.006715315,0.0005044368075117371,815.7335,-1.0,5.832725961538491e-06,208
2024-02,INE217B01036,33,0.010674256030303031,0.0016537579765258216,3175.066372085,0.0,-0.00018021014903846157,208
2024-02,INE217L01019,1,0.0115,5.3990610328638496e-05,15.7747,0.0,-1.9230769230769255e-06,208
2024-02,INE220B01022,41,0.014488099292682926,0.0027887890657276996,6140.66562552,0.0,0.00034996007692307714,208
2024-02,INE220G01021,8,0.028268310500000005,0.0010617205821596245,520.936083,0.0,0.00015595470192307699,208
2024-02,INE220Q01020,1,0.0008,3.755868544600939e-06,37.9678,0.0,-9.61538461538462e-07,208
2024-02,INE221B01012,2,0.0099,9.295774647887325e-05,277.5524,0.0,3.3653846153846315e-06,208
2024-02,INE221J01015,3,0.006433333333333333,9.061032863849764e-05,393.4107,0.0,-9.615384615384634e-06,208
2024-02,INE224A01026,1,0.009399992,4.413141784037558e-05,8.0152,0.0,-4.132673076923082e-06,208
2024-02,INE225D01027,10,0.0059019495,0.0002770868309859155,541.996003,0.0,-3.564927403846153e-05,208
2024-02,INE226A01021,54,0.011972428222222223,0.003035263492957747,5644.3028287,6.0,0.0003074019855769227,208
2024-02,INE226H01026,2,0.0008500000000000001,7.981220657276996e-06,45.3752,0.0,2.4038461538461535e-06,208
2024-02,INE227C01017,3,0.0030333333333333336,4.2723004694835684e-05,88.625,0.0,-4.807692307692331e-07,208
2024-02,INE227W01023,11,0.009378297,0.0004843251971830986,466.05763,-1.0,1.2866413461538385e-05,208
2024-02,INE229A01017,1,0.001937882,9.098037558685445e-06,23.6889,0.0,1.1830769230769224e-06,208
2024-02,INE229C01021,5,0.012599533599999999,0.0002957636995305164,154.94,0.0,-3.9067730769230715e-05,208
2024-02,INE230A01023,11,0.012204681454545457,0.0006302887136150236,2090.2435,1.0,0.00011154292307692301,208
2024-02,INE233A01035,4,0.005473911749999999,0.00010279646478873239,205.5498,1.0,6.229072115384625e-06,208
2024-02,INE233B01017,7,0.008414306714285714,0.0002765265117370892,561.0346,1.0,1.5533076923076716e-06,208
2024-02,INE235A01022,8,0.007762454375,0.0002915475821596244,608.8422,0.0,-7.611933173076925e-05,208
2024-02,INE237A01028,76,0.018264923013157894,0.006517061732394366,18663.1792683,0.0,-0.00027536287500000076,208
2024-02,INE238A01034,111,0.030325677783783783,0.015803522225352112,39965.68271057,1.0,0.0004311878798076915,208
2024-02,INE239A01024,36,0.02015243186111111,0.0034060448215962437,4557.6905762,0.0,-0.00010902583653846177,208
2024-02,INE239C01020,1,0.008258392,3.8771793427230043e-05,44.4456,0.0,-1.3001971153846136e-06,208
2024-02,INE242A01010,23,0.012222952086956524,0.0013198492863849768,1930.958469,5.0,0.0003561241201923077,208
2024-02,INE242C01024,3,0.007886783333333335,0.00011108145539906105,53.2095,0.0,9.68640865384617e-06,208
2024-02,INE244O01017,1,0.0019,8.92018779342723e-06,12.962,0.0,0.0,208
2024-02,INE245A01021,17,0.01104705882352941,0.0008816901408450703,2550.76223,-3.0,-0.00023749999999999997,208
2024-02,INE246B01019,2,0.0006000000000000001,5.633802816901409e-06,65.2929,0.0,0.0,208
2024-02,INE246F01010,27,0.011141016888888888,0.0014122415774647885,3228.36041552,0.0,-8.180650961538442e-05,208
2024-02,INE249Z01012,1,0.00746651,3.5054037558685444e-05,24.8633,-1.0,-0.00013861885576923078,208
2024-02,INE255A01020,7,0.006946510714285715,0.00022828908450704227,454.368537,0.0,-2.356677403846151e-05,208
2024-02,INE255D01024,1,0.001304492,6.12437558685446e-06,7.534,0.0,-3.256461538461538e-06,208
2024-02,INE256A01028,38,0.005160585157894737,0.0009206677746478873,2471.388805,-6.0,-0.00015130539903846147,208
2024-02,INE256C01024,4,0.009375,0.000176056338028169,449.5156,0.0,-7.69230769230773e-06,208
2024-02,INE257A01026,14,0.014339967928571427,0.0009425331032863849,1552.034,-2.0,-0.00014136875480769237,208
2024-02,INE258A01016,14,0.013105268785714285,0.0008613791690140844,1865.4772,1.0,-3.57132451923078e-05,208
2024-02,INE258B01022,6,0.012138972,0.0003419428732394366,406.2939,0.0,8.350721153846559e-07,208
2024-02,INE258G01013,12,0.005496924166666667,0.00030968586854460096,373.61653,0.0,-3.5951129807692314e-05,208
2024-02,INE259A01022,13,0.01176923076923077,0.0007183098591549296,819.322357,1.0,-1.3461538461538363e-05,208
2024-02,INE260B01028,1,0.014357482,6.740601877934272e-05,20.6536,0.0,3.6589903846153803e-06,208
2024-02,INE262H01013,32,0.015961478031249997,0.0023979685305164315,8199.870972,0.0,-9.80945288461539e-05,208
2024-02,INE263A01024,71,0.01809579870422535,0.006031932901408451,11168.90643517,-2.0,2.6943408653845764e-05,208
2024-02,INE263M01029,1,0.004609824,2.16423661971831e-05,24.8095,0.0,-1.0518124999999999e-06,208
2024-02,INE265F01028,1,0.001511545,7.096455399061033e-06,52.4564,0.0,1.593658653846154e-06,208
2024-02,INE267A01025,1,0.0175,8.215962441314555e-05,16.8024,0.0,-7.692307692307675e-06,208
2024-02,INE269A01021,10,0.013399958600000001,0.0006291060375586855,2013.0225,1.0,3.1500307692307675e-05,208
2024-02,INE269B01029,2,0.00265,2.488262910798122e-05,335.1121,0.0,9.615384615384594e-07,208
2024-02,INE271C01023,30,0.0142772448,0.002010879549295775,5315.151634,1.0,0.00017260778846153822,208
2024-02,INE274C01019,2,0.01795,0.00016854460093896714,161.1614,0.0,-3.365384615384618e-06,208
2024-02,INE274F01020,19,0.008860075684210527,0.0007903353896713616,1486.4368408,0.0,-9.963524038461536e-05,208
2024-02,INE274J01014,27,0.012109744407407407,0.0015350380234741784,2248.6644,10.0,0.0003990813509615386,208
2024-02,INE276A01018,5,0.019700000000000002,0.0004624413145539906,575.1858,0.0,3.5096153846153784e-05,208
2024-02,INE277A01016,5,0.00566,0.0001328638497652582,244.7625,1.0,4.807692307692304e-06,208
2024-02,INE278H01035,6,0.005588082,0.0001574107605633803,421.2733,0.0,1.2710254807692312e-05,208
2024-02,INE278Y01022,11,0.006195493999999999,0.0003199550892018779,442.9725818,0.0,-5.4051307692307724e-05,208
2024-02,INE279A01012,4,0.0033055815,6.207664788732394e-05,55.6339,0.0,-9.18071634615384e-06,208
2024-02,INE280A01028,41,0.016327247219512196,0.0031428034553990613,5406.55551944,1.0,-2.5099370192308013e-05,208
2024-02,INE280B01018,1,0.0114,5.352112676056338e-05,523.5376,0.0,1.9230769230769323e-06,208
2024-02,INE284A01012,6,0.01435,0.000404225352112676,824.6086,0.0,-4.086538461538469e-05,208
2024-02,INE284S01014,7,0.0070323618571428576,0.00023111048356807512,307.775896,0.0,-1.0556139423076869e-05,208
2024-02,INE285A01027,1,0.0255,0.00011971830985915492,652.05,0.0,3.846153846153851e-06,208
2024-02,INE285J01028,2,0.0029777795,2.796037089201878e-05,147.0629,0.0,-3.7685961538461526e-06,208
2024-02,INE285K01026,10,0.01145,0.0005375586854460095,1405.9991,0.0,-0.00010288461538461547,208
2024-02,INE287B01021,6,0.0111,0.0003126760563380282,296.4686,0.0,-4.663461538461543e-05,208
2024-02,INE288A01013,2,0.0197,0.00018497652582159622,175.0376,0.0,-4.807692307692305e-07,208
2024-02,INE288B01029,6,0.005470905333333334,0.00015411000938967136,387.61454,2.0,4.48338076923077e-05,208
2024-02,INE290S01011,4,0.0026823825,5.037338028169014e-05,77.7868,0.0,1.8478990384615337e-06,208
2024-02,INE294Z01018,1,0.0171,8.028169014084508e-05,36.1613,0.0,-1.009615384615384e-05,208
2024-02,INE295F01017,4,0.00208094975,3.907886854460094e-05,50.5077,0.0,-4.1058269230769174e-06,208
2024-02,INE296A01024,88,0.02114288546590909,0.008735088830985914,22438.15618181,4.0,-0.001158593427884616,208
2024-02,INE298A01020,59,0.017046783101694912,0.004721878887323943,10643.29386655,4.0,0.0007609760528846151,208
2024-02,INE298J01013,21,0.013812792952380951,0.0013618246572769952,1865.9073902799998,0.0,-3.323182692307634e-06,208
2024-02,INE299U01018,52,0.008451914096153847,0.002063378089201878,5584.0408947,2.0,-6.623401923076897e-05,208
2024-02,INE301A01014,5,0.0103,0.00024178403755868542,419.7013,0.0,1.8749999999999995e-05,208
2024-02,INE302A01020,25,0.010481263880000001,0.0012301952910798123,2381.0082,0.0,-0.00016559200480769243,208
2024-02,INE306R01017,2,0.0104122925,9.776800469483568e-05,184.8498,0.0,1.8384374999999998e-05,208
2024-02,INE310A01015,5,0.0070999999999999995,0.00016666666666666666,536.3888,0.0,-1.7788461538461502e-05,208
2024-02,INE317F01035,1,0.0084,3.943661971830986e-05,30.7857,0.0,0.0,208
2024-02,INE317I01021,11,0.008642343363636364,0.0004463182018779343,624.3364,0.0,3.8101807692307696e-05,208
2024-02,INE318A01026,19,0.014385331578947369,0.0012831985915492958,3764.684882,2.0,0.00016518243750000003,208
2024-02,INE320B01020,2,0.0076,7.136150234741784e-05,110.0115,0.0,4.807692307692304e-06,208
2024-02,INE320J01015,5,0.014794917000000001,0.0003472985211267606,581.6446,0.0,1.9445653846153856e-05,208
2024-02,INE321D01016,2,0.0013,1.2206572769953052e-05,60.276,0.0,-2.403846153846155e-06,208
2024-02,INE321T01012,20,0.00797299515,0.0007486380422535211,933.62748852,0.0,4.438276442307696e-05,208
2024-02,INE322A01010,16,0.01301789875,0.0009778703286384975,1227.6199,0.0,-1.7545461538461416e-05,208
2024-02,INE323A01026,35,0.01905572037142857,0.0031312216572769954,3616.9654,3.0,0.0006386010240384617,208
2024-02,INE324A01024,1,0.0023,1.07981220657277e-05,107.5408,0.0,5.288461538461539e-06,208
2024-02,INE325A01013,48,0.006932098541666665,0.0015621630516431922,3053.2530298,0.0,-0.00038970194230769205,208
2024-02,INE326A01037,50,0.01887259054,0.0044301855727699535,9552.58656347,0.0,7.372647115384649e-05,208
2024-02,INE330T01021,23,0.005975115521739131,0.0006452002676056338,507.135003,0.0,-4.4440759615384674e-05,208
2024-02,INE331A01037,18,0.005923239388888888,0.000500555441314554,2037.32819,0.0,-0.00013355151442307693,208
2024-02,INE332A01027,3,0.019035737,0.0002681089718309859,458.7174,0.0,-2.3966610576923054e-05,208
2024-02,INE334L01012,3,0.007035638,9.909349295774649e-05,65.076063675,0.0,-1.186073076923077e-05,208
2024-02,INE335Y01020,9,0.008520999111111111,0.0003600422159624413,189.1885025,2.0,-3.150120673076919e-05,208
2024-02,INE337A01034,4,0.00515,9.671361502347419e-05,427.1308,0.0,-7.211538461538469e-06,208
2024-02,INE338H01029,5,0.0171842114,0.00040338524413145537,217.0039704,-1.0,-2.4417995192307733e-05,208
2024-02,INE338I01027,4,0.01075,0.00020187793427230047,1408.4581,0.0,-2.6442307692307697e-05,208
2024-02,INE340A01012,11,0.012107744000000002,0.0006252825539906103,958.9329,0.0,7.357322115384649e-06,208
2024-02,INE342G01023,7,0.005699593857142858,0.00018731059624413145,704.2773,3.0,7.39576875e-05,208
2024-02,INE342J01019,17,0.011581947294117647,0.0009243807699530517,3074.956293,1.0,-1.3601384615384701e-05,208
2024-02,INE343H01029,23,0.018413043478260872,0.0019882629107981224,7808.045825,-1.0,-6.490384615384648e-05,208
2024-02,INE344E01016,1,0.0,0.0,0.1625,0.0,0.0,208
2024-02,INE345A01011,1,0.007,3.2863849765258214e-05,10.8728,0.0,-9.615384615384594e-07,208
2024-02,INE347A01017,1,0.0027,1.267605633802817e-05,44.7671,0.0,4.807692307692331e-07,208
2024-02,INE347G01014,16,0.0120625,0.0009061032863849765,3033.3583,0.0,-7.92231346153846e-05,208
2024-02,INE348B01021,19,0.013557010157894737,0.0012093107652582159,1716.5535257200002,1.0,-0.00012272251442307707,208
2024-02,INE348L01012,2,0.0044,4.131455399061033e-05,206.981925,0.0,-4.326923076923077e-06,208
2024-02,INE349A01021,4,0.00823583375,0.00015466354460093895,547.0633364199999,0.0,-2.142627403846158e-05,208
2024-02,INE349Y01013,3,0.007066666666666666,9.953051643192488e-05,43.65591,-2.0,-8.173076923076922e-06,208
2024-02,INE351A01035,3,0.0118,0.00016619718309859155,329.1837,0.0,8.653846153846141e-06,208
2024-02,INE355A01028,6,0.009819483166666667,0.00027660515962441316,320.3605,0.0,1.750730769230842e-06,208
2024-02,INE356A01018,40,0.012441252924999998,0.002336385525821596,4515.01217744,-6.0,-9.82549471153847e-05,208
2024-02,INE358A01014,21,0.01827063890476191,0.0018013305962441318,2120.85873984,0.0,4.899689423076901e-05,208
2024-02,INE361B01024,39,0.018716727615384614,0.003427006464788732,9723.198671760001,5.0,9.924261057692348e-05,208
2024-02,INE365D01021,2,0.00645,6.056338028169014e-05,209.6472,0.0,-4.3269230769230705e-06,208
2024-02,INE366I01010,8,0.008046443625,0.00030221384507042256,593.6615,-1.0,-0.0001928941826923076,208
2024-02,INE371A01025,6,0.0058267959999999995,0.0001641350985915493,336.04,0.0,1.194214903846152e-05,208
2024-02,INE371P01015,4,0.0115,0.00021596244131455398,771.4144,0.0,-4.9999999999999996e-05,208
2024-02,INE372A01015,15,0.01215333333333333,0.0008558685446009388,2779.397127,1.0,8.653846153846168e-06,208
2024-02,INE373A01013,2,0.0040812834999999995,3.8321910798122064e-05,46.7515,-1.0,-3.5938798076923145e-06,208
2024-02,INE376G01013,19,0.006751866842105264,0.0006022792018779343,1430.98559125,-3.0,-0.00033814065384615377,208
2024-02,INE382M01027,10,0.0053594325,0.00025161654929577463,301.3362,0.0,-5.743971153846151e-05,208
2024-02,INE382Z01011,2,0.008,7.511737089201878e-05,474.8054,0.0,-0.00010865384615384617,208
2024-02,INE383A01012,3,0.0009000000000000001,1.267605633802817e-05,22.8965,0.0,-1.4423076923076907e-06,208
2024-02,INE386A01015,6,0.008616666666666667,0.0002427230046948357,1335.688996,0.0,-3.0288461538461535e-05,208
2024-02,INE386C01029,4,0.0225,0.0004225352112676056,413.7283,0.0,0.0,208
2024-02,INE387A01021,23,0.008183813913043477,0.0008836982159624412,2268.481936,2.0,-9.575665865384621e-05,208
2024-02,INE388Y01029,48,0.010904839770833334,0.002457428680751174,4738.38826651,3.0,9.772871153846145e-05,208
2024-02,INE389H01022,13,0.008784615384615384,0.0005361502347417841,2745.3047,0.0,2.211538461538464e-05,208
2024-02,INE393P01035,2,0.00395,3.7089201877934274e-05,126.0426,0.0,-7.2115384615384554e-06,208
2024-02,INE397D01024,126,0.031870384079365086,0.018852903258215963,44718.71839485,3.0,-0.00036174100000000223,208
2024-02,INE398R01022,39,0.011781750871794875,0.002157221990610329,2735.6839050099998,2.0,-7.205534134615416e-05,208
2024-02,INE399C01030,9,0.008696761333333334,0.00036746878873239436,936.6251,1.0,9.172696153846152e-05,208
2024-02,INE399G01023,1,0.03206161,0.00015052399061032864,185.1699,0.0,1.4054038461538423e-06,208
2024-02,INE401H01017,6,0.011348067500000001,0.00031966387323943663,246.8818,0.0,3.497807692307768e-06,208
2024-02,INE404A01024,8,0.00294630475,0.00011065933333333333,176.2743,3.0,4.0387596153846156e-05,208
2024-02,INE405E01023,26,0.011026471384615384,0.0013459542535211267,2697.678339,2.0,9.245885576923078e-05,208
2024-02,INE406A01037,49,0.013627752489795917,0.0031350228732394364,5910.05056781,5.0,-0.000622210307692308,208
2024-02,INE406M01024,16,0.0106282945,0.0007983695399061033,1416.4011,0.0,-0.00010956759615384621,208
2024-02,INE410B01037,8,0.0070451623750000004,0.0002646070375586855,711.19717126,0.0,-1.7148581730769275e-05,208
2024-02,INE410P01011,13,0.01763846153846154,0.0010765258215962442,1755.595345,-2.0,-0.00015288461538461528,208
2024-02,INE414G01012,29,0.015007519862068964,0.002043277352112676,6822.8445,1.0,-0.00010313115865384593,208
2024-02,INE417T01026,25,0.013489600240000002,0.00158328641314554,3578.2837661,0.0,5.607875000000024e-05,208
2024-02,INE418L01021,12,0.01121593875,0.0006318838732394366,748.6609,0.0,-3.81607163461537e-05,208
2024-02,INE419M01027,18,0.011189712333333334,0.0009456094929577466,994.77399826,1.0,-2.639865384615383e-05,208
2024-02,INE419U01012,1,0.031,0.00014553990610328637,19.3664,0.0,7.2115384615384825e-06,208
2024-02,INE421D01022,8,0.020013407125,0.0007516772629107981,1061.516126,0.0,-4.749137019230767e-05,208
2024-02,INE423A01024,5,0.0085588808,0.00020091269483568075,191.3555,0.0,1.422031249999998e-05,208
2024-02,INE423Y01016,8,0.00900622225,0.0003382618685446009,774.826648,0.0,-2.5603423076923123e-05,208
2024-02,INE424H01027,12,0.007613894666666667,0.0004289518122065728,604.59187,-2.0,-0.00013889774519230773,208
2024-02,INE427F01016,16,0.0145357616875,0.0010918882018779344,2523.0618,0.0,-5.1408764423077104e-05,208
2024-02,INE428Q01011,3,0.0023000000000000004,3.23943661971831e-05,60.160744,0.0,-6.730769230769236e-06,208
2024-02,INE429E01023,4,0.01606119675,0.00030161871830985916,706.3054,0.0,2.6727442307692307e-05,208
2024-02,INE435A01028,1,0.006126008,2.8760600938967136e-05,45.4265,0.0,-6.076913461538466e-06,208
2024-02,INE435G01025,6,0.010941264166666667,0.00030820462441314556,716.8265,-1.0,-4.6496942307692253e-05,208
2024-02,INE437A01024,47,0.019705682,0.004348202131455399,7741.88920752,0.0,-0.0005053351105769235,208
2024-02,INE438A01022,27,0.012520454629629628,0.0015870998826291078,4927.296133,2.0,0.00012806838461538452,208
2024-02,INE438K01021,12,0.005072683333333333,0.00028578497652582155,461.6059,0.0,-7.145019230769172e-06,208
2024-02,INE439A01020,2,0.005900000000000001,5.539906103286386e-05,172.3562,0.0,1.4423076923076992e-06,208
2024-02,INE442H01029,13,0.014730769230769233,0.0008990610328638499,817.9894,0.0,-6.144417788461526e-05,208
2024-02,INE448G01010,1,0.002918872,1.3703624413145539e-05,16.8578,0.0,-1.34697596153846e-06,208
2024-02,INE449A01011,3,0.0042,5.915492957746479e-05,297.3659,0.0,-4.80769230769231e-06,208
2024-02,INE450U01017,5,0.014165011,0.0003325119953051643,218.3976,0.0,5.961538461538398e-06,208
2024-02,INE451D01029,1,0.0093,4.366197183098591e-05,236.1303,0.0,-4.80769230769231e-06,208
2024-02,INE455K01017,16,0.01476623675,0.001109200882629108,1289.0703,-2.0,-7.168745192307705e-06,208
2024-02,INE456Z01021,9,0.009951230444444445,0.0004204745258215963,140.7629722,0.0,1.0508072115384683e-05,208
2024-02,INE457A01014,1,0.005981903,2.808405164319249e-05,19.9196,0.0,-4.32754807692308e-06,208
2024-02,INE457L01011,2,0.004200000000000001,3.9436619718309865e-05,112.474,0.0,-6.730769230769222e-06,208
2024-02,INE460H01021,3,0.008274454333333332,0.00011654161032863848,500.1888,0.0,9.89261057692308e-06,208
2024-02,INE461C01038,8,0.006029073625,0.00022644407981220658,571.77533083,0.0,9.772062499999954e-06,208
2024-02,INE461D01028,1,0.0087,4.084507042253521e-05,118.8623,0.0,-2.884615384615385e-06,208
2024-02,INE462A01022,20,0.01153466505,0.0010830671408450705,2138.0967771200003,1.0,-8.358746634615384e-05,208
2024-02,INE463A01038,2,0.01,9.389671361502347e-05,382.5694,0.0,6.730769230769236e-06,208
2024-02,INE463V01026,5,0.0079528802,0.00018668732863849765,552.371,0.0,3.799058173076922e-05,208
2024-02,INE465A01025,66,0.015771533136363636,0.004886953929577465,9302.2725698,-2.0,-0.0004137027692307695,208
2024-02,INE466L01038,11,0.009212700454545454,0.00047577326291079814,927.4591,-1.0,-6.6198990384615415e-06,208
2024-02,INE467B01029,62,0.03194993229032258,0.009299980291079812,19126.30012515,3.0,0.0006411516298076916,208
2024-02,INE470A01017,22,0.011389586909090909,0.0011763892582159624,1893.121678,0.0,-2.907912980769237e-05,208
2024-02,INE472A01039,23,0.017134458869565217,0.0018501997840375587,4960.588643,0.0,0.00014327223557692305,208
2024-02,INE473A01011,12,0.017370288333333334,0.0009786077934272302,2552.788926,-1.0,-6.135029807692312e-05,208
2024-02,INE473B01035,7,0.014257142857142855,0.0004685446009389671,2054.1436,0.0,-5.288461538461469e-06,208
2024-02,INE474Q01031,11,0.016350676636363637,0.0008444011408450705,1075.439658,0.0,1.6215894230769273e-05,208
2024-02,INE475E01026,4,0.006975,0.00013098591549295775,78.5733,0.0,2.9807692307692315e-05,208
2024-02,INE476A01014,22,0.0111032015,0.001146809544600939,1324.5625886,0.0,7.244759134615369e-05,208
2024-02,INE477A01020,21,0.010961801904761906,0.0010807410328638497,1306.281627,0.0,-1.1182932692309876e-06,208
2024-02,INE481G01011,77,0.020629730961038963,0.007457696169014085,13555.372753939999,1.0,-0.00037107903846153763,208
2024-02,INE481N01025,4,0.005440286,0.00010216499530516432,97.6856,0.0,-1.3451918269230759e-05,208
2024-02,INE481Y01014,1,0.001284007,6.028201877934272e-06,2.05463055,0.0,-7.688942307692279e-08,208
2024-02,INE482A01020,12,0.015722652333333333,0.0008857832300469484,1293.07102408,0.0,7.517017307692307e-05,208
2024-02,INE483B01026,2,0.005299999999999999,4.9765258215962435e-05,40.6311,0.0,1.153846153846154e-05,208
2024-02,INE483C01032,1,0.0082387,3.8679342723004693e-05,39.6573,0.0,-2.8993365384615344e-06,208
2024-02,INE484J01027,6,0.009920991,0.0002794645352112676,785.37322,1.0,4.626097596153848e-05,208
2024-02,INE486A01021,25,0.00873523628,0.0010252624741784037,2250.2384,0.0,-0.0001858152548076923,208
2024-02,INE486R01017,7,0.00847142857142857,0.0002784037558685446,81.621595,7.0,0.00028509615384615384,208
2024-02,INE488A01050,18,0.007291653722222222,0.0006161960892018779,1706.76625012,1.0,-5.925228846153838e-05,208
2024-02,INE490G01020,3,0.004774958333333333,6.725293427230047e-05,78.1005,0.0,-1.501071634615383e-05,208
2024-02,INE491A01021,15,0.0067847739999999995,0.000477800985915493,1593.969685,-2.0,-0.00011128275480769235,208
2024-02,INE491J01022,1,0.005800341,2.7231647887323944e-05,15.5625,-1.0,-7.315326923076925e-06,208
2024-02,INE494B01023,52,0.021805303807692307,0.00532336055399061,12424.00593212,-1.0,0.00016331039903846097,208
2024-02,INE495P01012,7,0.010128571428571428,0.0003328638497652582,602.108448,1.0,-6.730769230769225e-05,208
2024-02,INE497B01018,1,0.0022,1.0328638497652582e-05,100.5316,0.0,-4.807692307692314e-07,208
2024-02,INE498B01024,9,0.012664661333333334,0.0005351265352112676,1511.3339,0.0,-1.3340942307692302e-05,208
2024-02,INE498L01015,8,0.008082546874999999,0.0003035698356807511,398.34761794,0.0,4.932872596153851e-05,208
2024-02,INE499A01024,1,0.0048,2.253521126760563e-05,3.7893,0.0,-2.403846153846155e-06,208
2024-02,INE501A01019,2,0.0042,3.943661971830986e-05,84.516489,0.0,-1.634615384615385e-05,208
2024-02,INE503A01015,5,0.0053002308,0.0001244185633802817,355.8057,0.0,-1.744800961538462e-05,208
2024-02,INE508G01029,1,0.0028,1.3145539906103287e-05,216.6212,0.0,1.923076923076924e-06,208
2024-02,INE510A01028,7,0.007633050857142857,0.0002508514366197183,310.430818,1.0,-0.00010396394711538465,208
2024-02,INE510W01014,3,0.011614573666666668,0.00016358554460093897,72.3652,0.0,-5.141043269230768e-05,208
2024-02,INE511C01022,4,0.015733676000000002,0.00029546809389671366,345.18,0.0,-5.5784086538461205e-06,208
2024-02,INE513A01022,53,0.01113592186792453,0.002770910136150235,5537.255507,1.0,-8.759512499999971e-05,208
2024-02,INE517F01014,12,0.010801057749999997,0.0006085102957746478,1171.6582,-3.0,-1.881496634615384e-05,208
2024-02,INE520A01027,8,0.009696383625,0.0003641834225352113,789.6153,0.0,8.656736057692315e-05,208
2024-02,INE522D01027,11,0.011542085545454545,0.0005960701455399061,379.235641,-1.0,-6.234318749999998e-05,208
2024-02,INE522F01014,71,0.018176516295774648,0.006058838765258216,13352.4386204,7.0,0.00011330322596153804,208
2024-02,INE524A01029,4,0.0086,0.00016150234741784037,510.4645,0.0,-1.923076923076924e-05,208
2024-02,INE529A01010,1,0.008297896,3.8957258215962447e-05,11.9691,0.0,-3.2795168269230764e-05,208
2024-02,INE530B01024,16,0.013629575125,0.0010238178497652582,1051.3429542899999,1.0,7.823654807692312e-05,208
2024-02,INE531A01024,6,0.008093865333333334,0.00022799620657276993,356.3677,-2.0,-0.00019076650961538465,208
2024-02,INE531E01026,4,0.026225000000000002,0.0004924882629107982,239.872,0.0,-7.78846153846153e-05,208
2024-02,INE533A01012,4,0.0061,0.00011455399061032864,170.9564,0.0,-1.5384615384615363e-05,208
2024-02,INE536A01023,24,0.010046409125,0.0011319897605633802,2467.639054,0.0,-0.00010441425000000002,208
2024-02,INE536H01010,30,0.011067434566666668,0.0015587936009389671,1923.240769,0.0,-8.134897596153833e-05,208
2024-02,INE538A01037,1,0.003759784,1.765156807511737e-05,18.7296,0.0,-2.1996826923076947e-06,208
2024-02,INE539A01019,5,0.00562,0.000131924882629108,252.7373,0.0,-2.1153846153846147e-05,208
2024-02,INE540H01012,11,0.00999090909090909,0.0005159624413145539,1849.5318,0.0,-4.807692307692195e-07,208
2024-02,INE540L01014,43,0.017790876279069768,0.003591585352112676,5315.9528701300005,0.0,0.00027681135576923055,208
2024-02,INE541A01023,9,0.007341655555555555,0.00031021079812206567,268.9464,-1.0,-0.00011308051923076916,208
2024-02,INE544R01021,4,0.006149999999999999,0.00011549295774647886,835.8091,0.0,4.807692307692195e-07,208
2024-02,INE545U01014,7,0.008252744285714287,0.00027121694835680754,520.3467,-3.0,-0.0001069184134615384,208
2024-02,INE548C01032,34,0.00762797494117647,0.0012176110234741783,3248.378337,-1.0,-0.00020081282211538475,208
2024-02,INE549A01026,2,0.01335,0.00012535211267605635,119.8322,0.0,-3.8942307692307676e-05,208
